js-product-link href,js-search-image src,js-product-link href (2),listing-product__brand,listing-product__title,price__standard-price,price__rrp-price,price__rrp-saving
https://www.sigmasports.com/item/Specialized/S-Works-Tarmac-SL8-Frameset/14VDL,https://dbyvw4eroffpi.cloudfront.net/product-media/76PY/304/304/Specialized-S-Works-Tarmac-SL8-Frameset-Gloss-Red-To-Black-Pearl-Over-Deep-Lake-Metallic-Satin-Metallic-Obsidian.jpg,https://www.sigmasports.com/item/Specialized/S-Works-Tarmac-SL8-Frameset/14VDL,Specialized,S-Works Tarmac SL8 Frameset,"£3,999.00","RRP £5,000.00",Save 20%
https://www.sigmasports.com/item/Specialized/Tarmac-SL7-Sport-Road-Bike-2025/14U74,https://dbyvw4eroffpi.cloudfront.net/product-media/7FX4/304/304/Specialized-Tarmac-SL7-Sport-Road-Bike-2025-Gloss-Carbon-Metallic-Dark-Navy.jpg,https://www.sigmasports.com/item/Specialized/Tarmac-SL7-Sport-Road-Bike-2025/14U74,Specialized,Tarmac SL7 Sport Road Bike 2025,"£1,999.00","RRP £2,799.00",Save 29%
https://www.sigmasports.com/item/Elite/Fly-Tex-Bottle-950ml/12QL0,https://dbyvw4eroffpi.cloudfront.net/product-media/70EA/304/304/Elite-Fly-Tex-Bottle-950ml-Black.jpg,https://www.sigmasports.com/item/Elite/Fly-Tex-Bottle-950ml/12QL0,Elite,Fly Tex Bottle 950ml,£5.89,RRP £8.00,Save 26%
https://www.sigmasports.com/item/Science-in-Sport/Go-Hydro-20-Tablets/1RVM,https://dbyvw4eroffpi.cloudfront.net/product-media/334Z/304/304/Science-in-Sport-Go-Hydro-Tablets.jpg,https://www.sigmasports.com/item/Science-in-Sport/Go-Hydro-20-Tablets/1RVM,Science in Sport,Go Hydro 20 Tablets,£5.00,RRP £8.00,Save 38%
https://www.sigmasports.com/item/Pinarello/F7-Ultegra-Di2-Disc-Road-Bike/149W8,https://dbyvw4eroffpi.cloudfront.net/product-media/6UP9/304/304/Pinarello-F7-Ultegra-Di2-Ultrafast-Disc-Road-Bike-Razor-Red.jpg,https://www.sigmasports.com/item/Pinarello/F7-Ultegra-Di2-Disc-Road-Bike/149W8,Pinarello,F7 Ultegra Di2 Disc Road Bike,"£5,500.00","RRP £7,000.00",Save 21%
https://www.sigmasports.com/item/Universal-Colours/Biodegradable-Bottle-500ml/UHHY,https://dbyvw4eroffpi.cloudfront.net/product-media/4Y1D/304/304/Universal-Colours-Biodegradable-Bottle-500ml-Black.jpg,https://www.sigmasports.com/item/Universal-Colours/Biodegradable-Bottle-500ml/UHHY,Universal Colours,Biodegradable Bottle 500ml,£7.00,RRP £10.00,Save 30%
https://www.sigmasports.com/item/Castelli/Espresso-Thermal-Long-Sleeve-Jersey/138OM,https://dbyvw4eroffpi.cloudfront.net/product-media/754N/304/304/Castelli-Espresso-Thermal-Long-Sleeve-Jersey-Light-Black.jpg,https://www.sigmasports.com/item/Castelli/Espresso-Thermal-Long-Sleeve-Jersey/138OM,Castelli,Espresso Thermal Long Sleeve Jersey,£65.00,RRP £140.00,Save 54%
https://www.sigmasports.com/item/Garmin/Edge-1040-GPS-Cycling-Computer/Y6HO,https://dbyvw4eroffpi.cloudfront.net/product-media/63OE/304/304/Garmin-Edge-1040-GPS-Cycling-Computer-Black.jpg,https://www.sigmasports.com/item/Garmin/Edge-1040-GPS-Cycling-Computer/Y6HO,Garmin,Edge 1040 GPS Cycling Computer,£349.99,RRP £439.99,Save 20%
https://www.sigmasports.com/item/Garmin/Epix-Pro-Sapphire-51mm-Multisport-GPS-Watch/122OQ,https://dbyvw4eroffpi.cloudfront.net/product-media/6VNI/304/304/Garmin-Epix-Pro-51-Sapphire-Multisport-GPS-Watch-Carbon-Grey-Black.jpg,https://www.sigmasports.com/item/Garmin/Epix-Pro-Sapphire-51mm-Multisport-GPS-Watch/122OQ,Garmin,Epix Pro Sapphire 51mm Multisport GPS Watch,£475.00,RRP £799.99,Save 41%
https://www.sigmasports.com/item/Universal-Colours/Mono-Short-Sleeve-Jersey/10QJE,https://dbyvw4eroffpi.cloudfront.net/product-media/62H6/304/304/Universal-Colours-Mono-Short-Sleeve-Jersey-Green-Daze.jpg,https://www.sigmasports.com/item/Universal-Colours/Mono-Short-Sleeve-Jersey/10QJE,Universal Colours,Mono Short Sleeve Jersey,£50.00,RRP £100.00,Save 50%
https://www.sigmasports.com/item/Universal-Colours/Mono-Womens-Short-Sleeve-Jersey/10QQO,https://dbyvw4eroffpi.cloudfront.net/product-media/62I0/304/304/Universal-Colours-Mono-Womens-Short-Sleeve-Jersey-French-Blue.jpg,https://www.sigmasports.com/item/Universal-Colours/Mono-Womens-Short-Sleeve-Jersey/10QQO,Universal Colours,Mono Womens Short Sleeve Jersey,£50.00,RRP £100.00,Save 50%
https://www.sigmasports.com/item/Castelli/Explore-Velocissimo-Thermal-Bib-Tights/15V41,https://dbyvw4eroffpi.cloudfront.net/product-media/7PHC/304/304/Castelli-Explore-Velocissimo-Thermal-Bib-Tights-Black.jpg,https://www.sigmasports.com/item/Castelli/Explore-Velocissimo-Thermal-Bib-Tights/15V41,Castelli,Explore Velocissimo Thermal Bib Tights,£90.00,,
https://www.sigmasports.com/item/Rapha/Pro-Team-Long-Sleeve-Lightweight-Jersey/16WHB,https://dbyvw4eroffpi.cloudfront.net/product-media/7T7P/304/304/Rapha-Pro-Team-Long-Sleeve-Lightweight-Jersey-Light-Blue-Blue.jpg,https://www.sigmasports.com/item/Rapha/Pro-Team-Long-Sleeve-Lightweight-Jersey/16WHB,Rapha,Pro Team Long Sleeve Lightweight Jersey,£72.99,RRP £135.00,Save 46%
https://www.sigmasports.com/item/Rapha/Pro-Team-Long-Sleeve-Midweight-Jersey/167CI,https://dbyvw4eroffpi.cloudfront.net/product-media/7PKQ/304/304/Rapha-Pro-Team-Long-Sleeve-Midweight-Jersey-Blue-White.jpg,https://www.sigmasports.com/item/Rapha/Pro-Team-Long-Sleeve-Midweight-Jersey/167CI,Rapha,Pro Team Long Sleeve Midweight Jersey,£99.00,RRP £165.00,Save 40%
https://www.sigmasports.com/item/Castelli/Salto-2-Cycling-Jacket/16C1N,https://dbyvw4eroffpi.cloudfront.net/product-media/7SL6/304/304/Castelli-Salto-2-Cycling-Jacket-Tarmac.jpg,https://www.sigmasports.com/item/Castelli/Salto-2-Cycling-Jacket/16C1N,Castelli,Salto 2 Cycling Jacket,£89.00,RRP £190.00,Save 53%
https://www.sigmasports.com/item/Castelli/Entrata-Thermal-Long-Sleeve-Jersey/16NMP,https://dbyvw4eroffpi.cloudfront.net/product-media/6R91/304/304/Castelli-Entrata-Thermal-Long-Sleeve-Jersey-Light-Black-Red.jpg,https://www.sigmasports.com/item/Castelli/Entrata-Thermal-Long-Sleeve-Jersey/16NMP,Castelli,Entrata Thermal Long Sleeve Jersey,£70.99,RRP £110.00,Save 35%
https://www.sigmasports.com/item/Kask/Mojito3-WG11-Road-Helmet/12D6P,https://dbyvw4eroffpi.cloudfront.net/product-media/6XPX/304/304/Kask-Mojito3-WG11-Road-Helmet-Black-Red.jpg,https://www.sigmasports.com/item/Kask/Mojito3-WG11-Road-Helmet/12D6P,Kask,Mojito3 WG11 Road Helmet,£72.00,RRP £139.00,Save 48%
https://www.sigmasports.com/item/Rapha/Classic-Long-Sleeve-Jersey/16XE4,https://dbyvw4eroffpi.cloudfront.net/product-media/7T9W/304/304/Rapha-Classic-Long-Sleeve-Jersey-Black-Black.jpg,https://www.sigmasports.com/item/Rapha/Classic-Long-Sleeve-Jersey/16XE4,Rapha,Classic Long Sleeve Jersey,£90.00,RRP £150.00,Save 40%
https://www.sigmasports.com/item/Castelli/Espresso-Jersey/13ZM2,https://dbyvw4eroffpi.cloudfront.net/product-media/6W2H/304/304/Castelli-Espresso-Jersey-Mocha.jpg,https://www.sigmasports.com/item/Castelli/Espresso-Jersey/13ZM2,Castelli,Espresso Jersey,£68.00,RRP £125.00,Save 46%
https://www.sigmasports.com/item/Shimano/Dura-Ace-R9270-C50-Tubeless-CL-Disc-Wheelset/VO8U,https://dbyvw4eroffpi.cloudfront.net/product-media/523A/304/304/Shimano-Dura-Ace-R9270-C50-Tubeless-CL-Disc-Wheelset-Black.jpg,https://www.sigmasports.com/item/Shimano/Dura-Ace-R9270-C50-Tubeless-CL-Disc-Wheelset/VO8U,Shimano,Dura-Ace R9270 C50 Tubeless CL Disc Wheelset,"£1,259.00","RRP £1,800.00",Save 30%
https://www.sigmasports.com/item/Shimano/Ultegra-R8170-C60-Tubeless-CL-Disc-Wheelset/VO82,https://dbyvw4eroffpi.cloudfront.net/product-media/5232/304/304/Shimano-Ultegra-R8170-C60-Tubeless-CL-Disc-Wheelset-Black.jpg,https://www.sigmasports.com/item/Shimano/Ultegra-R8170-C60-Tubeless-CL-Disc-Wheelset/VO82,Shimano,Ultegra R8170 C60 Tubeless CL Disc Wheelset,£839.00,"RRP £1,199.00",Save 30%
https://www.sigmasports.com/item/Rapha/Core-Bib-Shorts-II/15OX2,https://dbyvw4eroffpi.cloudfront.net/product-media/7MJS/304/304/Rapha-Core-Bib-Shorts-II-Forest-Green-White.jpg,https://www.sigmasports.com/item/Rapha/Core-Bib-Shorts-II/15OX2,Rapha,Core Bib Shorts II,£72.00,RRP £120.00,Save 40%
https://www.sigmasports.com/item/Castelli/A-C-Bib-Shorts/13ZBQ,https://dbyvw4eroffpi.cloudfront.net/product-media/7A32/304/304/Castelli-A-C-Bib-Shorts-Black.jpg,https://www.sigmasports.com/item/Castelli/A-C-Bib-Shorts/13ZBQ,Castelli,A/C Bib Shorts,£86.00,RRP £165.00,Save 48%
https://www.sigmasports.com/item/Rapha/Core-Cargo-Winter-Tight-with-Pad/136DR,https://dbyvw4eroffpi.cloudfront.net/product-media/6QHO/304/304/Rapha-Core-Cargo-Winter-Tights-with-Pad-Black-Black.jpg,https://www.sigmasports.com/item/Rapha/Core-Cargo-Winter-Tight-with-Pad/136DR,Rapha,Core Cargo Winter Tight with Pad,£99.00,RRP £165.00,Save 40%
https://www.sigmasports.com/item/Garmin/Forerunner-965-GPS-Watch/111RI,https://dbyvw4eroffpi.cloudfront.net/product-media/6PYS/304/304/Garmin-Forerunner-965-GPS-Watch.jpg,https://www.sigmasports.com/item/Garmin/Forerunner-965-GPS-Watch/111RI,Garmin,Forerunner 965 GPS Watch,£399.00,RRP £499.00,Save 20%
https://www.sigmasports.com/item/Castelli/Perfetto-ROS-2-Wind-Short-Sleeve-Jersey/YTXV,https://dbyvw4eroffpi.cloudfront.net/product-media/68K9/304/304/Castelli-Perfetto-ROS-2-Wind-Short-Sleeve-Jersey-Light-Black.jpg,https://www.sigmasports.com/item/Castelli/Perfetto-ROS-2-Wind-Short-Sleeve-Jersey/YTXV,Castelli,Perfetto ROS 2 Wind Short Sleeve Jersey,£72.00,RRP £185.00,Save 61%
https://www.sigmasports.com/item/Shimano/Dura-Ace-R9270-C60-Tubeless-CL-Disc-Wheelset/VRAM,https://dbyvw4eroffpi.cloudfront.net/product-media/5F9U/304/304/Shimano-Dura-Ace-R9270-C60-Tubeless-CL-Disc-Wheelset.jpg,https://www.sigmasports.com/item/Shimano/Dura-Ace-R9270-C60-Tubeless-CL-Disc-Wheelset/VRAM,Shimano,Dura-Ace R9270 C60 Tubeless CL Disc Wheelset,"£1,259.00","RRP £1,800.00",Save 30%
https://www.sigmasports.com/item/Lake/CX238-Wide-Fit-Road-Cycling-Shoes/103GL,https://dbyvw4eroffpi.cloudfront.net/product-media/2P5F/304/304/Lake-CX238-Wide-Fit-Road-Shoes-White-Black.jpg,https://www.sigmasports.com/item/Lake/CX238-Wide-Fit-Road-Cycling-Shoes/103GL,Lake,CX238 Wide Fit Road Cycling Shoes,£199.00,RRP £295.00,Save 33%
https://www.sigmasports.com/item/Garmin/Fenix-7X-Pro-Sapphire-Solar/122P6,https://dbyvw4eroffpi.cloudfront.net/product-media/6VQ3/304/304/Garmin-Fenix-7X-Pro-Sapphire-Solar-Multisport-GPS-Watch-Fog-Grey-Titanium-Ember-Orange.jpg,https://www.sigmasports.com/item/Garmin/Fenix-7X-Pro-Sapphire-Solar/122P6,Garmin,Fenix 7X Pro Sapphire Solar,£499.00,RRP £749.99,Save 33%
https://www.sigmasports.com/item/Garmin/Edge-1050-GPS-Cycling-Computer-Bundle/130IX,https://dbyvw4eroffpi.cloudfront.net/product-media/7432/304/304/Garmin-Edge-1050-GPS-Cycling-Computer-Bundle.jpg,https://www.sigmasports.com/item/Garmin/Edge-1050-GPS-Cycling-Computer-Bundle/130IX,Garmin,Edge 1050 GPS Cycling Computer Bundle,£679.99,RRP £729.99,Save 7%
https://www.sigmasports.com/item/Rapha/Classic-Bib-Shorts/16X8R,https://dbyvw4eroffpi.cloudfront.net/product-media/7T94/304/304/Rapha-Classic-Bib-Shorts-Black-Black.jpg,https://www.sigmasports.com/item/Rapha/Classic-Bib-Shorts/16X8R,Rapha,Classic Bib Shorts,£120.00,RRP £200.00,Save 40%
https://www.sigmasports.com/item/Craft/Cool-Mesh-Superlight-Short-Sleeve-Base-Layer/15QIC,https://dbyvw4eroffpi.cloudfront.net/product-media/7MQS/304/304/Craft-Cool-Mesh-Superlight-Short-Sleeve-Base-Layer-White.jpg,https://www.sigmasports.com/item/Craft/Cool-Mesh-Superlight-Short-Sleeve-Base-Layer/15QIC,Craft,Cool Mesh Superlight Short Sleeve Base Layer,£12.50,RRP £34.00,Save 63%
https://www.sigmasports.com/item/Science-in-Sport/GO-Isotonic-Gel-60ml/27L,https://dbyvw4eroffpi.cloudfront.net/product-media/2123/304/304/Science-in-Sport-GO-Isotonic-Gel-60ml-Blackcurrant.jpg,https://www.sigmasports.com/item/Science-in-Sport/GO-Isotonic-Gel-60ml/27L,Science in Sport,GO Isotonic Gel 60ml,£1.00,RRP £1.40,Save 29%
https://www.sigmasports.com/item/Cannondale/Synapse-1-Disc-Road-Bike/12RDX,https://dbyvw4eroffpi.cloudfront.net/product-media/78C7/304/304/Cannondale-Synapse-1-Disc-Road-Bike-2024-Rally-Red.jpg,https://www.sigmasports.com/item/Cannondale/Synapse-1-Disc-Road-Bike/12RDX,Cannondale,Synapse 1 Disc Road Bike,"£1,199.00","RRP £1,900.00",Save 37%
https://www.sigmasports.com/item/Lake/CX238-Road-Cycling-Shoes/103EG,https://dbyvw4eroffpi.cloudfront.net/product-media/6K2H/304/304/Lake-CX238-Road-Cycling-Shoes-White-White-Microfiber.jpg,https://www.sigmasports.com/item/Lake/CX238-Road-Cycling-Shoes/103EG,Lake,CX238 Road Cycling Shoes,£199.00,RRP £295.00,Save 33%
https://www.sigmasports.com/item/Specialized/Aethos-Sport-Road-Bike/11HQO,https://dbyvw4eroffpi.cloudfront.net/product-media/6TN8/304/304/Specialized-Aethos-Sport-Road-Bike-Satin-Blue-Onyx-Black.jpg,https://www.sigmasports.com/item/Specialized/Aethos-Sport-Road-Bike/11HQO,Specialized,Aethos Sport Road Bike,"£2,099.00","RRP £3,250.00",Save 35%
https://www.sigmasports.com/item/Zone3/Activate-Short-Sleeve-Trisuit-/160WZ,https://dbyvw4eroffpi.cloudfront.net/product-media/7PD9/304/304/Zone3-Activate-Short-Sleeve-Trisuit--Black.jpg,https://www.sigmasports.com/item/Zone3/Activate-Short-Sleeve-Trisuit-/160WZ,Zone3,Activate Short Sleeve Trisuit,£55.00,RRP £120.00,Save 54%
https://www.sigmasports.com/item/Cannondale/SuperSix-EVO-LAB71-Disc-Road-Bike/160MZ,https://dbyvw4eroffpi.cloudfront.net/product-media/7PC6/304/304/Cannondale-SuperSix-EVO-LAB71-Disc-Road-Bike-EF-Team-Replica.jpg,https://www.sigmasports.com/item/Cannondale/SuperSix-EVO-LAB71-Disc-Road-Bike/160MZ,Cannondale,SuperSix EVO LAB71 Disc Road Bike,"£9,299.00","RRP £12,500.00",Save 26%
https://www.sigmasports.com/item/Ale/Winter-Solid-Bib-Tights/15EUQ,https://dbyvw4eroffpi.cloudfront.net/product-media/7KA2/304/304/Ale-Winter-Solid-Bib-Tights-Black.jpg,https://www.sigmasports.com/item/Ale/Winter-Solid-Bib-Tights/15EUQ,Ale,Winter Solid Bib Tights,£55.00,RRP £95.00,Save 42%
https://www.sigmasports.com/item/High5/Zero-Electrolyte-Tablets-Tube-of-20/C3R1,https://dbyvw4eroffpi.cloudfront.net/product-media/27EJ/304/304/High5-Zero-Electrolyte-Tablets-Tube-of-20-Citrus.jpg,https://www.sigmasports.com/item/High5/Zero-Electrolyte-Tablets-Tube-of-20/C3R1,High5,Zero Electrolyte Tablets - Tube of 20,£4.20,RRP £7.00,Save 40%
https://www.sigmasports.com/item/High5/Energy-Gel-Sachet-40g/INRL,https://dbyvw4eroffpi.cloudfront.net/product-media/4AGP/304/304/High5-Energy-Gel-Sachet-40g-Citrus.jpg,https://www.sigmasports.com/item/High5/Energy-Gel-Sachet-40g/INRL,High5,Energy Gel Sachet 40g,£0.72,RRP £1.20,Save 40%
https://www.sigmasports.com/item/Clif-Bar/Bloks-60g/FNZI,https://dbyvw4eroffpi.cloudfront.net/product-media/1I68/304/304/Clif-Bar-Bloks-60g-Margarita.jpg,https://www.sigmasports.com/item/Clif-Bar/Bloks-60g/FNZI,Clif Bar,Bloks 60g,£2.70,RRP £3.69,Save 27%
https://www.sigmasports.com/item/High5/Energy-Gummies-26g/MD5C,https://dbyvw4eroffpi.cloudfront.net/product-media/7AQI/304/304/High5-Energy-Gummies-26g-Mixed-Berry.jpg,https://www.sigmasports.com/item/High5/Energy-Gummies-26g/MD5C,High5,Energy Gummies 26g,£1.00,RRP £1.40,Save 29%
https://www.sigmasports.com/item/Oakley/Jawbreaker-Sunglasses-Prizm-Black-and-Clear-Lenses/1695D,https://dbyvw4eroffpi.cloudfront.net/product-media/7PSV/304/304/Oakley-Jawbreaker-Sunglasses-Prizm-Black-Clear-Lenses-Matte-White-Prizm-Road-Clear-Lenses.jpg,https://www.sigmasports.com/item/Oakley/Jawbreaker-Sunglasses-Prizm-Black-and-Clear-Lenses/1695D,Oakley,Jawbreaker Sunglasses - Prizm Black + Clear Lenses,£140.00,RRP £220.00,Save 36%
https://www.sigmasports.com/item/High5/Energy-Gel-Aqua-66g/KQ6P,https://dbyvw4eroffpi.cloudfront.net/product-media/7AQH/304/304/High5-Energy-Gel-Aqua-66g-Orange.jpg,https://www.sigmasports.com/item/High5/Energy-Gel-Aqua-66g/KQ6P,High5,Energy Gel Aqua 66g,£0.85,RRP £1.35,Save 37%
https://www.sigmasports.com/item/100/S3-Sunglasses/12R5U,https://dbyvw4eroffpi.cloudfront.net/product-media/70PN/304/304/100-S3-Sunglasses-Soft-Tact-Stone-Grey---HiPER-Crimson-Silver.jpg,https://www.sigmasports.com/item/100/S3-Sunglasses/12R5U,100%,S3 Sunglasses,£85.00,RRP £150.00,Save 43%
https://www.sigmasports.com/item/Specialized/S-Works-Tarmac-SL8-Dura-Ace-Di2-Road-Bike-2025/13K7Z,https://dbyvw4eroffpi.cloudfront.net/product-media/76UH/304/304/Specialized-S-Works-Tarmac-SL8-Dura-Ace-Di2-Road-Bike-2025-Gloss-Solidity-Red-to-Black-Pearl-Metallic-White-Silver.jpg,https://www.sigmasports.com/item/Specialized/S-Works-Tarmac-SL8-Dura-Ace-Di2-Road-Bike-2025/13K7Z,Specialized,S-Works Tarmac SL8 Dura Ace Di2 Road Bike 2025,"£9,899.00","RRP £12,000.00",Save 18%
https://www.sigmasports.com/item/Oakley/Jawbreaker-Sunglasses-with-Prizm-Road-Lens/1317V,https://dbyvw4eroffpi.cloudfront.net/product-media/73KN/304/304/Oakley-Jawbreaker-Sunglasses-with-Prizm-Road-Lens-Polished-White---Prizm-Road.jpg,https://www.sigmasports.com/item/Oakley/Jawbreaker-Sunglasses-with-Prizm-Road-Lens/1317V,Oakley,Jawbreaker Sunglasses with Prizm Road Lens,£125.00,,
https://www.sigmasports.com/item/Castelli/Perfetto-RoS-Long-Sleeve-Jersey/V7J2,https://dbyvw4eroffpi.cloudfront.net/product-media/5BBG/304/304/Castelli-Perfetto-RoS-Long-Sleeve-Jersey-Bordeaux-Pro-Red-Black.jpg,https://www.sigmasports.com/item/Castelli/Perfetto-RoS-Long-Sleeve-Jersey/V7J2,Castelli,Perfetto RoS Long Sleeve Jersey,£138.00,RRP £230.00,Save 40%
https://www.sigmasports.com/item/Specialized/S-Works-Roubaix-SL8-Dura-Ace-Di2-Road-Bike-2025/13KG3,https://dbyvw4eroffpi.cloudfront.net/product-media/76UT/304/304/Specialized-S-Works-Roubaix-SL8-Road-Bike-2025-Gloss-Toupe-Gunmetal-Strata-Charcoal.jpg,https://www.sigmasports.com/item/Specialized/S-Works-Roubaix-SL8-Dura-Ace-Di2-Road-Bike-2025/13KG3,Specialized,S-Works Roubaix SL8 Dura Ace Di2 Road Bike 2025,"£9,499.00","RRP £12,000.00",Save 21%
https://www.sigmasports.com/item/Cannondale/SuperSix-EVO-Hi-MOD-2-Ultegra-Di2-Road-Bike/14OEQ,https://dbyvw4eroffpi.cloudfront.net/product-media/7DW2/304/304/Cannondale-SuperSix-EVO-Hi-MOD-2-Ultegra-Di2-Road-Bike-Tinted-Purple.jpg,https://www.sigmasports.com/item/Cannondale/SuperSix-EVO-Hi-MOD-2-Ultegra-Di2-Road-Bike/14OEQ,Cannondale,SuperSix EVO Hi-MOD 2 Ultegra Di2 Road Bike,"£6,099.00","RRP £8,250.00",Save 26%
https://www.sigmasports.com/item/Specialized/Tarmac-SL7-Comp-Road-Bike-2025/14U6O,https://dbyvw4eroffpi.cloudfront.net/product-media/7FWQ/304/304/Specialized-Tarmac-SL7-Comp-Road-Bike-2025-Satin-Obsidian-Smoke.jpg,https://www.sigmasports.com/item/Specialized/Tarmac-SL7-Comp-Road-Bike-2025/14U6O,Specialized,Tarmac SL7 Comp Road Bike 2025,"£2,699.00","RRP £4,000.00",Save 33%
https://www.sigmasports.com/item/Zone3/Womens-Activate-Short-Sleeve-Trisuit/160X6,https://dbyvw4eroffpi.cloudfront.net/product-media/7PDC/304/304/Zone3-Womens-Activate-Short-Sleeve-Trisuit-Black.jpg,https://www.sigmasports.com/item/Zone3/Womens-Activate-Short-Sleeve-Trisuit/160X6,Zone3,Women's Activate Short Sleeve Trisuit,£55.00,RRP £120.00,Save 54%
https://www.sigmasports.com/item/100/S2-Sunglasses/14U0W,https://dbyvw4eroffpi.cloudfront.net/product-media/641Z/304/304/100-S2-Sunglasses-Matt-Off-White-HiPER-Red-Mirror-Lens.jpg,https://www.sigmasports.com/item/100/S2-Sunglasses/14U0W,100%,S2 Sunglasses,£80.00,RRP £140.00,Save 43%
https://www.sigmasports.com/item/POC/Cytal-Lite-Road-Helmet/16HG8,https://dbyvw4eroffpi.cloudfront.net/product-media/7DQG/304/304/POC-Cytal-Lite-Road-Helmet-Uranium-Black-Matt.jpg,https://www.sigmasports.com/item/POC/Cytal-Lite-Road-Helmet/16HG8,POC,Cytal Lite Road Helmet,£196.00,RRP £320.00,Save 39%
https://www.sigmasports.com/item/Specialized/Aethos-Expert-Rival-eTap-AXS-Road-Bike-2025/13KGF,https://dbyvw4eroffpi.cloudfront.net/product-media/76V8/304/304/Specialized-Aethos-Expert-Rival-eTap-AXS-Road-Bike-2025-Satin-Deep-Lake-Metallic-Green-Pearl.jpg,https://www.sigmasports.com/item/Specialized/Aethos-Expert-Rival-eTap-AXS-Road-Bike-2025/13KGF,Specialized,Aethos Expert Rival eTap AXS Road Bike 2025,"£3,399.00","RRP £5,500.00",Save 38%
https://www.sigmasports.com/item/Trek/Madone-SL-6-Gen-8-Road-Bike/130RO,https://dbyvw4eroffpi.cloudfront.net/product-media/73A1/304/304/Trek-Madone-SL6-Gen-8-Road-Bike-Crimson.jpg,https://www.sigmasports.com/item/Trek/Madone-SL-6-Gen-8-Road-Bike/130RO,Trek,Madone SL 6 Gen 8 Road Bike,"£3,099.00","RRP £4,250.00",Save 27%
https://www.sigmasports.com/item/Castelli/Perfetto-ROS-2-Womens-Jacket/13BEJ,https://dbyvw4eroffpi.cloudfront.net/product-media/759I/304/304/Castelli-Perfetto-ROS-2-Womens-Jacket-Hibiscus.jpg,https://www.sigmasports.com/item/Castelli/Perfetto-ROS-2-Womens-Jacket/13BEJ,Castelli,Perfetto ROS 2 Womens Jacket,£104.00,RRP £260.00,Save 60%
https://www.sigmasports.com/item/Specialized/Tarmac-SL8-Pro-Force-eTap-AXS-Road-Bike-2025/13K75,https://dbyvw4eroffpi.cloudfront.net/product-media/76TT/304/304/Specialized-Tarmac-SL8-Pro-Force-eTap-AXS-Road-Bike-2025-Gloss-Carbon-Metallic-White-Silver.jpg,https://www.sigmasports.com/item/Specialized/Tarmac-SL8-Pro-Force-eTap-AXS-Road-Bike-2025/13K75,Specialized,Tarmac SL8 Pro Force eTap AXS Road Bike 2025,"£5,775.00","RRP £8,250.00",Save 30%
https://www.sigmasports.com/item/Argon-18/Krypton-Force-AXS-Limited-Edition-Road-Bike/154NF,https://dbyvw4eroffpi.cloudfront.net/product-media/7IGI/304/304/Argon-18-Krypton-Force-AXS-Limited-Edition-Road-Bike-Iridescent-Charcoal.jpg,https://www.sigmasports.com/item/Argon-18/Krypton-Force-AXS-Limited-Edition-Road-Bike/154NF,Argon 18,Krypton Force AXS Limited Edition Road Bike,"£2,649.00","RRP £5,000.00",Save 47%
https://www.sigmasports.com/item/Trek/Madone-SL-5-Gen-8-Road-Bike/130NA,https://dbyvw4eroffpi.cloudfront.net/product-media/739D/304/304/Trek-Madone-SL5-Road-Bike-Matt-Deep-Smoke.jpg,https://www.sigmasports.com/item/Trek/Madone-SL-5-Gen-8-Road-Bike/130NA,Trek,Madone SL 5 Gen 8 Road Bike,"£2,199.00","RRP £3,250.00",Save 32%
https://www.sigmasports.com/item/Van-Rysel/RCR-F-PRO-Dura-Ace-Di2-Road-Bike-2025/14UL7,https://dbyvw4eroffpi.cloudfront.net/product-media/7GZL/304/304/Van-Rysel-RCR-F-PRO-Dura-Ace-Di2-Road-Bike-2025-Signature-Grey.jpg,https://www.sigmasports.com/item/Van-Rysel/RCR-F-PRO-Dura-Ace-Di2-Road-Bike-2025/14UL7,Van Rysel,RCR-F PRO Dura-Ace Di2 Road Bike 2025,"£6,999.00","RRP £10,000.00",Save 30%
https://www.sigmasports.com/item/Fizik/R4-Tempo-Overcurve-Road-Cycling-Shoes/14QXC,https://dbyvw4eroffpi.cloudfront.net/product-media/3WKA/304/304/Fizik-R4-Tempo-Overcurve-Road-Cycling-Shoes-Classique-Black.jpg,https://www.sigmasports.com/item/Fizik/R4-Tempo-Overcurve-Road-Cycling-Shoes/14QXC,Fizik,R4 Tempo Overcurve Road Cycling Shoes,£143.00,RRP £219.99,Save 35%
https://www.sigmasports.com/item/POC/Ventral-MIPS-Helmet/W9BH,https://dbyvw4eroffpi.cloudfront.net/product-media/5PI4/304/304/POC-Ventral-MIPS-Helmet-Uranium-Black.jpg,https://www.sigmasports.com/item/POC/Ventral-MIPS-Helmet/W9BH,POC,Ventral MIPS Helmet,£170.00,RRP £280.00,Save 39%
https://www.sigmasports.com/item/Specialized/Aethos-Comp-105-Di2-Road-Bike-2025/13HBR,https://dbyvw4eroffpi.cloudfront.net/product-media/78DG/304/304/Specialized-Aethos-Comp-105-Di2-Road-Bike-2025-Gloss-Dune-White-Metallic-Spruce.jpg,https://www.sigmasports.com/item/Specialized/Aethos-Comp-105-Di2-Road-Bike-2025/13HBR,Specialized,Aethos Comp 105 Di2 Road Bike 2025,"£2,599.00","RRP £4,250.00",Save 39%
