js-product-link href,js-search-image src,js-product-link href (2),listing-product__brand,listing-product__title,price__standard-price,price__rrp-price,price__rrp-saving
https://www.sigmasports.com/item/MAAP/Aerate-Pro-Air-Long-Sleeve-Jersey-30/147XS,https://dbyvw4eroffpi.cloudfront.net/product-media/7IOH/304/304/MAAP-Aerate-Pro-Air-Long-Sleeve-Jersey-30-Black.jpg,https://www.sigmasports.com/item/MAAP/Aerate-Pro-Air-Long-Sleeve-Jersey-30/147XS,MAAP,Aerate Pro Air Long Sleeve Jersey 3.0,£116.99,RRP £180.00,Save 35%
https://www.sigmasports.com/item/Pas-Normal-Studios/TKO-Mechanism-Stow-Away-Jacket/14EOQ,https://dbyvw4eroffpi.cloudfront.net/product-media/7ISL/304/304/Pas-Normal-Studios-TKO-Mechanism-Stow-Away-Jacket-Human-Error-Pink.jpg,https://www.sigmasports.com/item/Pas-Normal-Studios/TKO-Mechanism-Stow-Away-Jacket/14EOQ,Pas Normal Studios,T.K.O. Mechanism Stow Away Jacket,£121.00,RRP £170.00,Save 29%
https://www.sigmasports.com/item/Castelli/Nano-Flex-Pro-Race-Bib-Short/R1R5,https://dbyvw4eroffpi.cloudfront.net/product-media/3J1K/304/304/Castelli-Nano-Flex-Pro-Race-Bib-Short-Black.jpg,https://www.sigmasports.com/item/Castelli/Nano-Flex-Pro-Race-Bib-Short/R1R5,Castelli,Nano Flex Pro Race Bib Short,£94.00,RRP £160.00,Save 41%
https://www.sigmasports.com/item/Rapha/Pro-Team-Long-Sleeve-Windstopper-Jersey/1366P,https://dbyvw4eroffpi.cloudfront.net/product-media/7657/304/304/Rapha-Pro-Team-Long-Sleeve-Windstopper-Jersey-Bright-Lime.jpg,https://www.sigmasports.com/item/Rapha/Pro-Team-Long-Sleeve-Windstopper-Jersey/1366P,Rapha,Pro Team Long Sleeve Windstopper Jersey,£97.99,RRP £220.00,Save 55%
https://www.sigmasports.com/item/Castelli/Espresso-Womens-DT-Bib-Short/15WH0,https://dbyvw4eroffpi.cloudfront.net/product-media/6W11/304/304/Castelli-Espresso-Womens-DT-Bib-Short-Mocha.jpg,https://www.sigmasports.com/item/Castelli/Espresso-Womens-DT-Bib-Short/15WH0,Castelli,Espresso Women's DT Bib Short,£96.00,RRP £160.00,Save 40%
https://www.sigmasports.com/item/HUUB/Anemoi-2-SUB-22-Flatlock-Trisuit/14M88,https://dbyvw4eroffpi.cloudfront.net/product-media/7DEP/304/304/HUUB-Anemoi-2-SUB-22-Flatlock-Trisuit-Dark-Navy---White.jpg,https://www.sigmasports.com/item/HUUB/Anemoi-2-SUB-22-Flatlock-Trisuit/14M88,HUUB,Anemoi 2 - SUB 22 Flatlock Trisuit,£270.00,RRP £300.00,Save 10%
https://www.sigmasports.com/item/Pas-Normal-Studios/Mechanism-Pro-Womens-Short-Sleeve-Jersey/14D9H,https://dbyvw4eroffpi.cloudfront.net/product-media/7FJD/304/304/Pas-Normal-Studios-Mechanism-Pro-Womens-Short-Sleeve-Jersey-Iron-Grey-Pale-Blue.jpg,https://www.sigmasports.com/item/Pas-Normal-Studios/Mechanism-Pro-Womens-Short-Sleeve-Jersey/14D9H,Pas Normal Studios,Mechanism Pro Womens Short Sleeve Jersey,£135.00,RRP £195.00,Save 31%
https://www.sigmasports.com/item/MAAP/Womens-Aerate-Pro-Air-Short-Sleeve-Jersey-30/147YF,https://dbyvw4eroffpi.cloudfront.net/product-media/7IPP/304/304/MAAP-Womens-Aerate-Pro-Air-Short-Sleeve-Jersey-30-Shadow-Lime.jpg,https://www.sigmasports.com/item/MAAP/Womens-Aerate-Pro-Air-Short-Sleeve-Jersey-30/147YF,MAAP,Women's Aerate Pro Air Short Sleeve Jersey 3.0,£102.00,RRP £165.00,Save 38%
https://www.sigmasports.com/item/Rapha/EF-Pro-Team-Training-Jersey/14IV6,https://dbyvw4eroffpi.cloudfront.net/product-media/7D71/304/304/Rapha-EF-Pro-Team-Training-Jersey-Pink.jpg,https://www.sigmasports.com/item/Rapha/EF-Pro-Team-Training-Jersey/14IV6,Rapha,EF Pro Team Training Jersey,£77.00,RRP £130.00,Save 41%
https://www.sigmasports.com/item/Rapha/Pro-Team-Aero-Short-Sleeve-Jersey/13VWG,https://dbyvw4eroffpi.cloudfront.net/product-media/6Z3L/304/304/Rapha-Pro-Team-Aero-Short-Sleeve-Jersey-Black-Grey.jpg,https://www.sigmasports.com/item/Rapha/Pro-Team-Aero-Short-Sleeve-Jersey/13VWG,Rapha,Pro Team Aero Short Sleeve Jersey,£116.00,RRP £185.00,Save 37%
https://www.sigmasports.com/item/Velocio/Womens-Adventure-Cargo-Bib-Shorts/14FWM,https://dbyvw4eroffpi.cloudfront.net/product-media/7IF5/304/304/Velocio-Womens-Adventure-Cargo-Bib-Shorts-Climbing-Ivy.jpg,https://www.sigmasports.com/item/Velocio/Womens-Adventure-Cargo-Bib-Shorts/14FWM,Velocio,Women's Adventure Cargo Bib Shorts,£142.00,RRP £219.00,Save 35%
https://www.sigmasports.com/item/Cafe-du-Cycliste/Mathilde-Womens-Bib-Short/10ELZ,https://dbyvw4eroffpi.cloudfront.net/product-media/6KIV/304/304/Cafe-du-Cycliste-Mathilde-Womens-Bib-Short.jpg,https://www.sigmasports.com/item/Cafe-du-Cycliste/Mathilde-Womens-Bib-Short/10ELZ,Café du Cycliste,Mathilde Womens Bib Short,£144.00,RRP £265.00,Save 46%
https://www.sigmasports.com/item/Castelli/Womens-Explore-Velocissimo-Thermal-Bib-Tights/15V4A,https://dbyvw4eroffpi.cloudfront.net/product-media/7Q5A/304/304/Castelli-Womens-Explore-Velocissimo-Thermal-Bib-Tights-Black.jpg,https://www.sigmasports.com/item/Castelli/Womens-Explore-Velocissimo-Thermal-Bib-Tights/15V4A,Castelli,Women's Explore Velocissimo Thermal Bib Tights,£89.00,RRP £140.00,Save 36%
https://www.sigmasports.com/item/MAAP/Womens-Aerate-Team-Evo-Cargo-Bib-Shorts/147Z4,https://dbyvw4eroffpi.cloudfront.net/product-media/7IQL/304/304/MAAP-Womens-Aerate-Team-Evo-Cargo-Bib-Shorts-Black.jpg,https://www.sigmasports.com/item/MAAP/Womens-Aerate-Team-Evo-Cargo-Bib-Shorts/147Z4,MAAP,Women's Aerate Team Evo Cargo Bib Shorts,£140.00,RRP £240.00,Save 42%
https://www.sigmasports.com/item/Castelli/Diluvio-C-Gloves/YQDG,https://dbyvw4eroffpi.cloudfront.net/product-media/68OM/304/304/Castelli-Diluvio-C-Gloves-Black.jpg,https://www.sigmasports.com/item/Castelli/Diluvio-C-Gloves/YQDG,Castelli,Diluvio C Gloves,£40.00,RRP £55.00,Save 27%
https://www.sigmasports.com/item/Pas-Normal-Studios/Logo-Arm-Warmers/VVUO,https://dbyvw4eroffpi.cloudfront.net/product-media/58HE/304/304/Pas-Normal-Studios-Control-Arm-Warmers.jpg,https://www.sigmasports.com/item/Pas-Normal-Studios/Logo-Arm-Warmers/VVUO,Pas Normal Studios,Logo Arm Warmers,£32.00,RRP £45.00,Save 29%
https://www.sigmasports.com/item/GOREWEAR/C5-Gore-Tex-Thermo-Jacket/QQAC,https://dbyvw4eroffpi.cloudfront.net/product-media/3J2F/304/304/Gore-Wear-C5-GoreTex-Thermo-Jacket-Neon-Yellow.jpg,https://www.sigmasports.com/item/GOREWEAR/C5-Gore-Tex-Thermo-Jacket/QQAC,GOREWEAR,C5 Gore-Tex Thermo Jacket,£92.00,RRP £200.00,Save 54%
https://www.sigmasports.com/item/Rapha/Brevet-Insulated-Jacket/13OEK,https://dbyvw4eroffpi.cloudfront.net/product-media/781W/304/304/Rapha-Brevet-Insulated-Jacket-Black-Black.jpg,https://www.sigmasports.com/item/Rapha/Brevet-Insulated-Jacket/13OEK,Rapha,Brevet Insulated Jacket,£79.99,RRP £185.00,Save 57%
https://www.sigmasports.com/item/POC/Omne-Air-MIPS-Helmet/14O9Y,https://dbyvw4eroffpi.cloudfront.net/product-media/7DSY/304/304/POC-Omne-Air-MIPS-Helmet-Granite-Grey-Matt.jpg,https://www.sigmasports.com/item/POC/Omne-Air-MIPS-Helmet/14O9Y,POC,Omne Air MIPS Helmet,£90.00,RRP £180.00,Save 50%
https://www.sigmasports.com/item/Pas-Normal-Studios/Escapism-Light-Short-Sleeve-Jersey/14EJZ,https://dbyvw4eroffpi.cloudfront.net/product-media/7IBS/304/304/Pas-Normal-Studios-Escapism-Light-Short-Sleeve-Jersey-Classic-Red.jpg,https://www.sigmasports.com/item/Pas-Normal-Studios/Escapism-Light-Short-Sleeve-Jersey/14EJZ,Pas Normal Studios,Escapism Light Short Sleeve Jersey,£113.00,RRP £160.00,Save 29%
https://www.sigmasports.com/item/Rapha/Womens-Pro-Team-Insulated-Gilet/16X52,https://dbyvw4eroffpi.cloudfront.net/product-media/7T90/304/304/Rapha-Womens-Pro-Team-Insulated-Gilet-Blue-White.jpg,https://www.sigmasports.com/item/Rapha/Womens-Pro-Team-Insulated-Gilet/16X52,Rapha,Women's Pro Team Insulated Gilet,£71.99,RRP £165.00,Save 56%
https://www.sigmasports.com/item/Cafe-du-Cycliste/Mathilde-Bib-Short/10EI6,https://dbyvw4eroffpi.cloudfront.net/product-media/6KHY/304/304/Cafe-du-Cycliste-Mathilde-Bib-Short.jpg,https://www.sigmasports.com/item/Cafe-du-Cycliste/Mathilde-Bib-Short/10EI6,Café du Cycliste,Mathilde Bib Short,£164.99,RRP £265.00,Save 38%
https://www.sigmasports.com/item/Brooks/Womens-Hyperion-Max-2-Running-Shoes/13PAC,https://dbyvw4eroffpi.cloudfront.net/product-media/7DY5/304/304/Brooks-Womens-Hyperion-Max-2-Running-Shoes-Black-Gold-Pink.jpg,https://www.sigmasports.com/item/Brooks/Womens-Hyperion-Max-2-Running-Shoes/13PAC,Brooks,Women's Hyperion Max 2 Running Shoes,£109.00,RRP £160.00,Save 32%
https://www.sigmasports.com/item/Q365/Base-Layer-2-Short-Sleeve/14QN4,https://dbyvw4eroffpi.cloudfront.net/product-media/7F6I/304/304/Q365-Base-Layer-2-Short-Sleeve-Anthracite.jpg,https://www.sigmasports.com/item/Q365/Base-Layer-2-Short-Sleeve/14QN4,Q36.5,Base Layer 2 Short Sleeve,£59.00,RRP £80.00,Save 26%
https://www.sigmasports.com/item/Garmin/Rally-RS-Replacement-Cleats-Shimano-SPD-SL-Style/TI4H,https://dbyvw4eroffpi.cloudfront.net/product-media/4IG6/304/304/Garmin-Rally-RS-Replacement-Cleats-Shimano-SPD-SL-No-Colour.jpg,https://www.sigmasports.com/item/Garmin/Rally-RS-Replacement-Cleats-Shimano-SPD-SL-Style/TI4H,Garmin,Rally RS Replacement Cleats (Shimano SPD SL Style),£18.79,RRP £22.00,Save 15%
https://www.sigmasports.com/item/Pas-Normal-Studios/TKO-Mechanism-Short-Sleeve-Jersey/14EO0,https://dbyvw4eroffpi.cloudfront.net/product-media/7IS6/304/304/Pas-Normal-Studios-TKO-Mechanism-Short-Sleeve-Jersey-Human-Error-Green.jpg,https://www.sigmasports.com/item/Pas-Normal-Studios/TKO-Mechanism-Short-Sleeve-Jersey/14EO0,Pas Normal Studios,T.K.O. Mechanism Short Sleeve Jersey,£125.00,RRP £175.00,Save 29%
https://www.sigmasports.com/item/Pas-Normal-Studios/Mechanism-Pro-Short-Sleeve-Jersey/14BZ6,https://dbyvw4eroffpi.cloudfront.net/product-media/7FHG/304/304/Pas-Normal-Studios-Mechanism-Pro-Short-Sleeve-Jersey-Light-Brown.jpg,https://www.sigmasports.com/item/Pas-Normal-Studios/Mechanism-Pro-Short-Sleeve-Jersey/14BZ6,Pas Normal Studios,Mechanism Pro Short Sleeve Jersey,£135.00,RRP £195.00,Save 31%
https://www.sigmasports.com/item/GOREWEAR/Spinshift-Short-Sleeve-Jersey/12JMM,https://dbyvw4eroffpi.cloudfront.net/product-media/6ZR3/304/304/GOREWEAR-Spinshift-Short-Sleeve-Jersey-Black.jpg,https://www.sigmasports.com/item/GOREWEAR/Spinshift-Short-Sleeve-Jersey/12JMM,GOREWEAR,Spinshift Short Sleeve Jersey,£52.00,RRP £89.99,Save 42%
https://www.sigmasports.com/item/Garmin/Fenix-8-AMOLED-GPS-Watch/13ED3,https://dbyvw4eroffpi.cloudfront.net/product-media/76ES/304/304/Garmin-Fenix-8-AMOLED-GPS-Watch-Carbon-Grey-Ti-Black-Pebble-Grey.jpg,https://www.sigmasports.com/item/Garmin/Fenix-8-AMOLED-GPS-Watch/13ED3,Garmin,Fenix 8 AMOLED GPS Watch,£849.99,RRP £899.99,Save 6%
https://www.sigmasports.com/item/Garmin/Rally-XC200-Double-Sided-Power-Meter-Pedals/THLZ,https://dbyvw4eroffpi.cloudfront.net/product-media/4I4F/304/304/Garmin-Rally-XC200-Double-Sided-Power-Meter-Pedals-Shimano-SPD-Cleats-No-Colour.jpg,https://www.sigmasports.com/item/Garmin/Rally-XC200-Double-Sided-Power-Meter-Pedals/THLZ,Garmin,Rally XC200 Double Sided Power Meter Pedals,£779.99,RRP £859.99,Save 9%
https://www.sigmasports.com/item/Castelli/UPF-Long-Sleeve-Jersey/13ZQI,https://dbyvw4eroffpi.cloudfront.net/product-media/7A6T/304/304/Castelli-UPF-Long-Sleeve-Jersey-Silver-Grey.jpg,https://www.sigmasports.com/item/Castelli/UPF-Long-Sleeve-Jersey/13ZQI,Castelli,UPF Long Sleeve Jersey,£59.00,RRP £139.00,Save 58%
https://www.sigmasports.com/item/MAAP/Evade-Pro-Base-20-Long-Sleeve-Jersey/111NE,https://dbyvw4eroffpi.cloudfront.net/product-media/6PXU/304/304/MAAP-Evade-Pro-Base-20-Long-Sleeve-Jersey-Black.jpg,https://www.sigmasports.com/item/MAAP/Evade-Pro-Base-20-Long-Sleeve-Jersey/111NE,MAAP,Evade Pro Base 2.0 Long Sleeve Jersey,£117.00,RRP £180.00,Save 35%
https://www.sigmasports.com/item/Castelli/Premio-Evo-Bib-Shorts/13YZU,https://dbyvw4eroffpi.cloudfront.net/product-media/7DNN/304/304/Castelli-Premio-Evo-Bib-Shorts-Black.jpg,https://www.sigmasports.com/item/Castelli/Premio-Evo-Bib-Shorts/13YZU,Castelli,Premio Evo Bib Shorts,£158.00,RRP £299.00,Save 47%
https://www.sigmasports.com/item/Castelli/Espresso-Short/12035,https://dbyvw4eroffpi.cloudfront.net/product-media/6VL1/304/304/Castelli-Espresso-Short-Black.jpg,https://www.sigmasports.com/item/Castelli/Espresso-Short/12035,Castelli,Espresso Short,£98.00,RRP £140.00,Save 30%
https://www.sigmasports.com/item/Garmin/Rally-XC-Replacement-Cleats-Shimano-SPD/TI51,https://dbyvw4eroffpi.cloudfront.net/product-media/4IH3/304/304/Garmin-Rally-RS-Replacement-Cleats-Shimano-SPD-No-Colour.jpg,https://www.sigmasports.com/item/Garmin/Rally-XC-Replacement-Cleats-Shimano-SPD/TI51,Garmin,Rally XC Replacement Cleats (Shimano SPD),£19.29,RRP £22.00,Save 12%
https://www.sigmasports.com/item/Rapha/Womens-Brevet-Element-Bib-Shorts/13XT5,https://dbyvw4eroffpi.cloudfront.net/product-media/7DK4/304/304/Rapha-Womens-Brevet-Element-Bib-Shorts-Black-White.jpg,https://www.sigmasports.com/item/Rapha/Womens-Brevet-Element-Bib-Shorts/13XT5,Rapha,Women's Brevet Element Bib Shorts,£87.00,RRP £150.00,Save 42%
https://www.sigmasports.com/item/Castelli/Gabba-RoS-2-Short-Sleeve-Jersey/YTWI,https://dbyvw4eroffpi.cloudfront.net/product-media/68KZ/304/304/Castelli-Gabba-Ros-2-Short-Sleeve-Jersey-Light-Black-Black-Reflex.jpg,https://www.sigmasports.com/item/Castelli/Gabba-RoS-2-Short-Sleeve-Jersey/YTWI,Castelli,Gabba RoS 2 Short Sleeve Jersey,£126.00,RRP £210.00,Save 40%
https://www.sigmasports.com/item/HUUB/3Sixteen-Calf-Sleeves/14M9T,https://dbyvw4eroffpi.cloudfront.net/product-media/7DTM/304/304/HUUB-3Sixteen-Calf-Sleeves-Black-White.jpg,https://www.sigmasports.com/item/HUUB/3Sixteen-Calf-Sleeves/14M9T,HUUB,3:Sixteen Calf Sleeves,£135.00,RRP £150.00,Save 10%
https://www.sigmasports.com/item/Pas-Normal-Studios/Mechanism-Womens-Bib-Short/154OD,https://dbyvw4eroffpi.cloudfront.net/product-media/7NQG/304/304/Pas-Normal-Studios-Mechanism-Womens-Bib-Short-Steel.jpg,https://www.sigmasports.com/item/Pas-Normal-Studios/Mechanism-Womens-Bib-Short/154OD,Pas Normal Studios,Mechanism Womens Bib Short,£162.00,RRP £225.00,Save 28%
https://www.sigmasports.com/item/Brooks/Ghost-Max-2-Running-Shoes/13P3T,https://dbyvw4eroffpi.cloudfront.net/product-media/78U7/304/304/Brooks-Ghost-Max-2-Running-Shoes-Bonnie-Blue-Blue-Ribbon-Yellow.jpg,https://www.sigmasports.com/item/Brooks/Ghost-Max-2-Running-Shoes/13P3T,Brooks,Ghost Max 2 Running Shoes,£89.00,RRP £145.00,Save 39%
https://www.sigmasports.com/item/MAAP/Winter-Gloves/YMS7,https://dbyvw4eroffpi.cloudfront.net/product-media/6E7P/304/304/MAAP-Winter-Gloves-Navy.jpg,https://www.sigmasports.com/item/MAAP/Winter-Gloves/YMS7,MAAP,Winter Gloves,£53.55,RRP £85.00,Save 37%
https://www.sigmasports.com/item/Rapha/Cotton-Sweatshort/11OVD,https://dbyvw4eroffpi.cloudfront.net/product-media/6UZH/304/304/Rapha-Cotton-Sweatshort-Dark-Navy.jpg,https://www.sigmasports.com/item/Rapha/Cotton-Sweatshort/11OVD,Rapha,Cotton Sweatshort,£41.00,RRP £65.00,Save 37%
https://www.sigmasports.com/item/Fizik/R5-Tempo-Powerstrap-Road-Shoes/JTCT,https://dbyvw4eroffpi.cloudfront.net/product-media/3WKM/304/304/Fizik-R5-Tempo-Powerstrap-Road-Shoes-Pink-Black.jpg,https://www.sigmasports.com/item/Fizik/R5-Tempo-Powerstrap-Road-Shoes/JTCT,Fizik,R5 Tempo Powerstrap Road Shoes,£54.60,RRP £134.99,Save 60%
https://www.sigmasports.com/item/Castelli/Sanremo-S-Speed-Suit/13ZDM,https://dbyvw4eroffpi.cloudfront.net/product-media/7I7T/304/304/Castelli-Sanremo-S-Speed-Suit-Black.jpg,https://www.sigmasports.com/item/Castelli/Sanremo-S-Speed-Suit/13ZDM,Castelli,Sanremo S Speed Suit,£160.99,RRP £300.00,Save 46%
https://www.sigmasports.com/item/Garmin/Forerunner-55-GPS-Watch/U9PO,https://dbyvw4eroffpi.cloudfront.net/product-media/4T9S/304/304/Garmin-Forerunner-55-GPS-Watch.jpg,https://www.sigmasports.com/item/Garmin/Forerunner-55-GPS-Watch/U9PO,Garmin,Forerunner 55 GPS Watch,£149.00,RRP £179.00,Save 17%
https://www.sigmasports.com/item/Garmin/Rally-XC-Pedal-Body-Conversion-Kit-Shimano-SPD-Cleats/TI3Y,https://dbyvw4eroffpi.cloudfront.net/product-media/4I2V/304/304/Garmin-Rally-XC-Pedal-Body-Conversion-Kit-Shimano-SPD-Cleats-No-Colour.jpg,https://www.sigmasports.com/item/Garmin/Rally-XC-Pedal-Body-Conversion-Kit-Shimano-SPD-Cleats/TI3Y,Garmin,Rally XC Pedal Body Conversion Kit (Shimano SPD Cleats),£208.99,RRP £259.00,Save 19%
https://www.sigmasports.com/item/Garmin/Fenix-8-Solar-51mm-GPS-Watch/13FAT,https://dbyvw4eroffpi.cloudfront.net/product-media/76IA/304/304/Garmin-Fenix-8-Solar-51mm-GPS-Watch-Carbon-Grey-Ti-Black.jpg,https://www.sigmasports.com/item/Garmin/Fenix-8-Solar-51mm-GPS-Watch/13FAT,Garmin,Fenix 8 Solar 51mm GPS Watch,£939.99,RRP £989.99,Save 5%
https://www.sigmasports.com/item/Castelli/Gabba-ROS-2-Womens-Short-Sleeve-Jersey/YU4I,https://dbyvw4eroffpi.cloudfront.net/product-media/68GE/304/304/Castelli-Gabba-ROS-2-Womens-Short-Sleeve-Jersey-Light-Black-Black.jpg,https://www.sigmasports.com/item/Castelli/Gabba-ROS-2-Womens-Short-Sleeve-Jersey/YU4I,Castelli,Gabba ROS 2 Womens Short Sleeve Jersey,£80.00,RRP £210.00,Save 62%
https://www.sigmasports.com/item/Q365/Dottore-Pro-Summer-Gloves/14QOL,https://dbyvw4eroffpi.cloudfront.net/product-media/7F7K/304/304/Q365-Dottore-Pro-Summer-Gloves-Navy-Blue.jpg,https://www.sigmasports.com/item/Q365/Dottore-Pro-Summer-Gloves/14QOL,Q36.5,Dottore Pro Summer Gloves,£37.00,RRP £50.00,Save 26%
https://www.sigmasports.com/item/2XU/Light-Speed-Compression-Tight/K6UJ,https://dbyvw4eroffpi.cloudfront.net/product-media/7ENU/304/304/2XU-Light-Speed-Compression-Tight-Black-Black-Reflective.jpg,https://www.sigmasports.com/item/2XU/Light-Speed-Compression-Tight/K6UJ,2XU,Light Speed Compression Tight,£88.00,RRP £110.00,Save 20%
https://www.sigmasports.com/item/Garmin/Fenix-8-Solar-47mm-GPS-Watch/13FAO,https://dbyvw4eroffpi.cloudfront.net/product-media/76HM/304/304/Garmin-Fenix-8-Solar-47mm-GPS-Watch-Carbon-Grey-Ti-Black.jpg,https://www.sigmasports.com/item/Garmin/Fenix-8-Solar-47mm-GPS-Watch/13FAO,Garmin,Fenix 8 Solar 47mm GPS Watch,£849.99,RRP £899.99,Save 6%
https://www.sigmasports.com/item/Q365/Womens-Gregarius-Pro-Bib-Shorts/14QH7,https://dbyvw4eroffpi.cloudfront.net/product-media/7F38/304/304/Q365-Womens-Gregarius-Pro-Bib-Shorts-Nautica-Blue.jpg,https://www.sigmasports.com/item/Q365/Womens-Gregarius-Pro-Bib-Shorts/14QH7,Q36.5,Women's Gregarius Pro Bib Shorts,£146.00,RRP £200.00,Save 27%
https://www.sigmasports.com/item/Rapha/Womens-Core-Winter-Jacket/16XIC,https://dbyvw4eroffpi.cloudfront.net/product-media/7TA5/304/304/Rapha-Womens-Core-Winter-Jacket-Forest-Green-White.jpg,https://www.sigmasports.com/item/Rapha/Womens-Core-Winter-Jacket/16XIC,Rapha,Womens Core Winter Jacket,£90.00,RRP £150.00,Save 40%
https://www.sigmasports.com/item/Castelli/Rosso-Corsa-Pro-V-Gloves/13ZVS,https://dbyvw4eroffpi.cloudfront.net/product-media/7A7X/304/304/Castelli-Rosso-Corsa-Pro-V-Gloves-Belgian-Blue.jpg,https://www.sigmasports.com/item/Castelli/Rosso-Corsa-Pro-V-Gloves/13ZVS,Castelli,Rosso Corsa Pro V Gloves,£25.00,RRP £54.00,Save 54%
https://www.sigmasports.com/item/On-Running/Womens-Cloudventure-Peak-3/12Y2W,https://dbyvw4eroffpi.cloudfront.net/product-media/734P/304/304/On-Running-Womens-Cloudventure-Peak-3-Black-Glacier.jpg,https://www.sigmasports.com/item/On-Running/Womens-Cloudventure-Peak-3/12Y2W,On Running,Women's Cloudventure Peak 3,£85.30,RRP £150.00,Save 43%
https://www.sigmasports.com/item/Oakley/Sutro-Lite-S-Sunglasses/15XUQ,https://dbyvw4eroffpi.cloudfront.net/product-media/7GP0/304/304/Oakley-Sutro-Lite-S-Sunglasses-Matte-Transparent-Blue-Prizm-Sapphire-Lens.jpg,https://www.sigmasports.com/item/Oakley/Sutro-Lite-S-Sunglasses/15XUQ,Oakley,Sutro Lite S Sunglasses,£128.70,,
https://www.sigmasports.com/item/Oakley/Radar-Plate-Sunglasses/14VNH,https://dbyvw4eroffpi.cloudfront.net/product-media/7GP8/304/304/Oakley-Radar-Plate-Sunglasses-Matte-Pacific-Prizm-Black-Lens.jpg,https://www.sigmasports.com/item/Oakley/Radar-Plate-Sunglasses/14VNH,Oakley,Radar Plate Sunglasses,£139.20,,
https://www.sigmasports.com/item/HUUB/Womens-Anemoi-2-SUB-22-Flatlock-Trisuit/14M93,https://dbyvw4eroffpi.cloudfront.net/product-media/7DF5/304/304/HUUB-Womens-Anemoi-2-Flatlock-Trisuit-Black-White-Aqua.jpg,https://www.sigmasports.com/item/HUUB/Womens-Anemoi-2-SUB-22-Flatlock-Trisuit/14M93,HUUB,Women's Anemoi 2 - SUB 22 Flatlock Trisuit,£270.00,RRP £300.00,Save 10%
https://www.sigmasports.com/item/MAAP/Evade-Pro-Base-20-Womens-Long-Sleeve-Jersey/10BZ2,https://dbyvw4eroffpi.cloudfront.net/product-media/6WIR/304/304/MAAP-Evade-Pro-Base-20-Womens-Long-Sleeve-Jersey-Antartica.jpg,https://www.sigmasports.com/item/MAAP/Evade-Pro-Base-20-Womens-Long-Sleeve-Jersey/10BZ2,MAAP,Evade Pro Base 2.0 Womens Long Sleeve Jersey,£105.00,RRP £180.00,Save 42%
https://www.sigmasports.com/item/MAAP/Womens-Drome-Pro-Air-Long-Sleeve-Jersey-30/146W8,https://dbyvw4eroffpi.cloudfront.net/product-media/7H8G/304/304/MAAP-Womens-Drome-Pro-Air-Long-Sleeve-Jersey-30-Icicle.jpg,https://www.sigmasports.com/item/MAAP/Womens-Drome-Pro-Air-Long-Sleeve-Jersey-30/146W8,MAAP,Women’s Drome Pro Air Long Sleeve Jersey 3.0,£111.00,RRP £180.00,Save 38%
https://www.sigmasports.com/item/Rapha/Pro-Team-Womens-Long-Sleeve-Lightweight-Jersey/12BJN,https://dbyvw4eroffpi.cloudfront.net/product-media/6Z2Y/304/304/Rapha-Pro-Team-Womens-Long-Sleeve-Lightweight-Jersey-Black-Black.jpg,https://www.sigmasports.com/item/Rapha/Pro-Team-Womens-Long-Sleeve-Lightweight-Jersey/12BJN,Rapha,Pro Team Womens Long Sleeve Lightweight Jersey,£84.00,RRP £130.00,Save 35%
https://www.sigmasports.com/item/Pas-Normal-Studios/Essential-Womens-Bib-Short/14DYR,https://dbyvw4eroffpi.cloudfront.net/product-media/7GM9/304/304/Pas-Normal-Studios-Essential-Womens-Bib-Short-Dark-Petroleum.jpg,https://www.sigmasports.com/item/Pas-Normal-Studios/Essential-Womens-Bib-Short/14DYR,Pas Normal Studios,Essential Womens Bib Short,£143.00,RRP £175.00,Save 18%
https://www.sigmasports.com/item/Pas-Normal-Studios/Essential-Shield-Jacket/156NZ,https://dbyvw4eroffpi.cloudfront.net/product-media/7O4F/304/304/Pas-Normal-Studios-Essential-Shield-Jacket-Black.jpg,https://www.sigmasports.com/item/Pas-Normal-Studios/Essential-Shield-Jacket/156NZ,Pas Normal Studios,Essential Shield Jacket,£232.00,RRP £340.00,Save 32%
https://www.sigmasports.com/item/Castelli/Perfetto-RoS-2-Jacket/138XI,https://dbyvw4eroffpi.cloudfront.net/product-media/78BN/304/304/Castelli-Perfetto-RoS-2-Jacket-Belgian-Blue-Silver-Grey.jpg,https://www.sigmasports.com/item/Castelli/Perfetto-RoS-2-Jacket/138XI,Castelli,Perfetto RoS 2 Jacket,£149.90,RRP £260.00,Save 42%
https://www.sigmasports.com/item/Oakley/Radar-Plate-Sunglasses/14VNJ,https://dbyvw4eroffpi.cloudfront.net/product-media/7FQ8/304/304/Oakley-Radar-Plate-Sunglasses-Matte-Black-Prizm-Grey-Lens.jpg,https://www.sigmasports.com/item/Oakley/Radar-Plate-Sunglasses/14VNJ,Oakley,Radar Plate Sunglasses,£131.90,,
https://www.sigmasports.com/item/Oakley/Sphaera-Slash-Polarized-Sunglasses/14TII,https://dbyvw4eroffpi.cloudfront.net/product-media/7FQG/304/304/Oakley-Sphaera-Slash-Polarized-Sunglasses-Matte-Trans-Stonewash-Prizm-Sapphire-Polarized-Lens.jpg,https://www.sigmasports.com/item/Oakley/Sphaera-Slash-Polarized-Sunglasses/14TII,Oakley,Sphaera Slash Polarized Sunglasses,£149.99,,
